CountryCode,subset,question_code,question_label,answer,percentage,notes
Germany,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Other,22,
Germany,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",My home,24,
Germany,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",School,47,
Germany,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Workplace,70,
Germany,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A cafe, restaurant, pub, club",58,
Germany,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public transport,79,
Germany,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A sports club,60,
Germany,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A street, square, car parking lot or other public place",70,
Germany,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A park,59,
Germany,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public premises or buildings,68,
Germany,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Other,17,
Germany,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",My home,8,
Germany,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",School,27,
Germany,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Workplace,52,
Germany,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A cafe, restaurant, pub, club",40,
Germany,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public transport,64,
Germany,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A sports club,47,
Germany,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A street, square, car parking lot or other public place",51,
Germany,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A park,41,
Germany,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public premises or buildings,48,
Germany,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Other,29,
Denmark,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",My home,4,[0]
Denmark,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",School,11,[0]
Denmark,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Workplace,25,
Denmark,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A cafe, restaurant, pub, club",38,
Denmark,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public transport,44,
Denmark,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A sports club,18,[0]
Denmark,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A street, square, car parking lot or other public place",66,
Denmark,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A park,38,
Denmark,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public premises or buildings,35,
Denmark,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Other,33,
Denmark,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",My home,2,[0]
Denmark,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",School,11,
Denmark,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Workplace,17,
Denmark,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A cafe, restaurant, pub, club",44,
Denmark,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public transport,56,
Denmark,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A sports club,38,
Denmark,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A street, square, car parking lot or other public place",75,
Denmark,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A park,54,
Denmark,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public premises or buildings,47,
Denmark,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Other,14,
Denmark,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",My home,14,[0]
Denmark,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",School,11,[0]
Denmark,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Workplace,25,[0]
Denmark,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A cafe, restaurant, pub, club",25,[0]
Denmark,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public transport,39,[0]
Denmark,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A sports club,14,[0]
Denmark,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A street, square, car parking lot or other public place",46,[0]
Denmark,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A park,29,[0]
Denmark,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public premises or buildings,29,[0]
Denmark,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Other,32,[0]
Denmark,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",My home,12,[0]
Denmark,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",School,22,[0]
Denmark,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Workplace,47,[0]
Denmark,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A cafe, restaurant, pub, club",69,[0]
Denmark,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public transport,72,[0]
Denmark,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A sports club,41,[0]
Denmark,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A street, square, car parking lot or other public place",75,[0]
